,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,payment_Bank_transfer_auto,payment_Credit_card_auto,payment_Electronic_check,payment_Mailed_check,contract_Month_to_month,contract_One_year,contract_Two_year,gender_Female,gender_Male,SC_False,SC_True,IS_DSL,IS_Fiber_optic,IS_No
68,1,1,50,1,0,1,1,1,1,1,1,0,20.15,930.9,0,True,False,False,False,False,False,True,True,False,True,False,False,False,True
69,0,0,10,1,0,2,0,2,0,0,0,1,79.85,887.35,0,False,False,False,True,True,False,False,False,True,True,False,False,True,False
70,0,0,1,1,0,0,0,0,2,0,0,0,49.05,49.05,0,False,False,False,True,True,False,False,False,True,True,False,True,False,False
71,1,1,52,1,0,1,1,1,1,1,1,1,20.4,1090.65,0,False,False,True,False,False,True,False,True,False,True,False,False,False,True
72,1,1,64,1,2,2,0,2,2,2,2,1,111.6,7099.0,0,True,False,False,False,False,False,True,False,True,False,True,False,True,False
73,1,1,62,1,2,1,1,1,1,1,1,1,24.25,1424.6,0,True,False,False,False,False,False,True,False,True,True,False,False,False,True
74,0,1,3,1,0,2,0,0,2,0,2,1,64.5,177.4,0,True,False,False,False,True,False,False,True,False,True,False,True,False,False
75,0,0,56,1,2,2,2,2,0,2,2,0,110.5,6139.5,0,False,False,True,False,False,True,False,True,False,False,True,False,True,False
76,0,0,46,1,0,0,0,0,0,0,2,0,55.65,2688.85,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False
77,1,1,8,1,0,2,2,0,0,0,0,0,54.65,482.25,0,False,False,False,True,True,False,False,True,False,True,False,True,False,False
78,0,0,30,1,0,2,2,0,0,2,2,1,74.75,2111.3,0,False,False,True,False,True,False,False,False,True,False,True,True,False,False
79,1,1,45,1,2,1,1,1,1,1,1,1,25.9,1216.6,0,False,True,False,False,False,True,False,True,False,True,False,False,False,True
80,0,1,1,1,0,0,0,0,0,2,0,1,79.35,79.35,1,False,False,True,False,True,False,False,True,False,True,False,False,True,False
81,1,1,11,0,1,2,0,0,0,2,2,0,50.55,565.35,0,False,False,True,False,True,False,False,True,False,True,False,True,False,False
82,1,0,7,1,0,0,0,2,0,0,0,1,75.15,496.9,1,True,False,False,False,True,False,False,True,False,True,False,False,True,False
83,0,0,42,1,0,0,2,2,2,2,2,1,103.8,4327.5,0,True,False,False,False,True,False,False,True,False,True,False,False,True,False
84,1,0,49,1,0,1,1,1,1,1,1,1,20.15,973.35,0,True,False,False,False,False,False,True,True,False,True,False,False,False,True
85,0,0,9,1,2,0,2,0,0,2,2,1,99.3,918.75,0,False,True,False,False,True,False,False,False,True,True,False,False,True,False
86,1,0,35,1,0,2,0,0,0,2,0,1,62.15,2215.45,0,True,False,False,False,False,True,False,True,False,True,False,True,False,False
87,1,1,48,1,0,1,1,1,1,1,1,0,20.65,1057.0,0,True,False,False,False,False,False,True,True,False,True,False,False,False,True
88,1,1,46,1,0,1,1,1,1,1,1,1,19.95,927.1,0,False,False,False,True,False,False,True,True,False,True,False,False,False,True
89,1,0,29,0,1,0,0,0,0,2,0,0,33.75,1009.25,0,False,False,False,True,True,False,False,False,True,True,False,True,False,False
90,1,1,30,1,0,0,2,2,0,0,0,0,82.05,2570.2,0,True,False,False,False,True,False,False,False,True,True,False,False,True,False
91,0,0,1,1,0,0,0,0,2,0,0,0,74.7,74.7,0,False,False,True,False,True,False,False,False,True,False,True,False,True,False
92,1,1,66,1,2,2,0,2,2,2,2,1,84.0,5714.25,0,False,False,False,True,False,False,True,False,True,True,False,True,False,False
93,0,0,65,1,2,2,2,2,0,2,2,1,111.05,7107.0,0,False,True,False,False,True,False,False,True,False,True,False,False,True,False
94,0,0,72,1,2,0,2,2,0,2,2,1,100.9,7459.05,0,True,False,False,False,False,False,True,False,True,True,False,False,True,False
95,0,0,12,1,2,2,0,0,0,0,0,1,78.95,927.35,1,False,False,True,False,True,False,False,True,False,True,False,False,True,False
96,1,1,71,1,2,2,2,0,2,0,0,1,66.85,4748.7,0,False,True,False,False,False,True,False,False,True,True,False,True,False,False
97,0,0,5,1,0,1,1,1,1,1,1,0,21.05,113.85,1,False,False,False,True,True,False,False,False,True,True,False,False,False,True
98,0,0,52,1,0,1,1,1,1,1,1,0,21.0,1107.2,0,True,False,False,False,False,False,True,False,True,True,False,False,False,True
99,1,0,25,1,0,0,2,2,0,2,2,1,98.5,2514.5,1,False,False,True,False,True,False,False,True,False,False,True,False,True,False
100,0,0,1,1,0,1,1,1,1,1,1,0,20.2,20.2,0,False,False,False,True,True,False,False,False,True,True,False,False,False,True
101,1,1,1,1,0,1,1,1,1,1,1,0,19.45,19.45,0,False,False,True,False,True,False,False,True,False,True,False,False,False,True
102,0,0,38,1,2,0,0,2,2,2,0,0,95.0,3605.6,0,True,False,False,False,False,True,False,False,True,True,False,False,True,False
103,1,0,66,0,1,0,2,2,0,2,0,0,45.55,3027.25,0,True,False,False,False,False,True,False,True,False,False,True,True,False,False
104,1,0,68,1,2,0,2,2,2,2,2,1,110.0,7611.85,1,True,False,False,False,False,False,True,False,True,True,False,False,True,False
105,0,0,5,0,1,0,0,0,0,0,0,0,24.3,100.2,0,False,False,False,True,True,False,False,False,True,True,False,True,False,False
106,1,1,72,1,2,2,2,0,0,2,2,1,104.15,7303.05,0,False,False,True,False,False,True,False,True,False,True,False,False,True,False
107,0,0,32,0,1,2,0,0,0,0,0,0,30.15,927.65,0,False,False,False,True,False,True,False,True,False,True,False,True,False,False
108,0,0,43,1,2,0,0,0,0,2,2,0,94.35,3921.3,0,False,False,False,True,False,True,False,False,True,True,False,False,True,False
109,1,1,72,1,0,1,1,1,1,1,1,0,19.4,1363.25,0,False,True,False,False,False,False,True,False,True,True,False,False,False,True
110,1,0,55,1,2,2,2,0,0,2,0,1,96.75,5238.9,1,False,False,True,False,True,False,False,False,True,True,False,False,True,False
111,0,0,52,1,0,2,0,2,2,0,0,0,57.95,3042.25,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False
112,0,0,43,1,0,0,2,2,0,2,0,1,91.65,3954.1,0,False,False,True,False,True,False,False,True,False,True,False,False,True,False
113,1,0,37,1,2,0,0,0,0,0,0,1,76.5,2868.15,1,False,False,True,False,True,False,False,True,False,False,True,False,True,False
114,1,1,64,0,1,0,2,0,2,2,2,1,54.6,3423.5,0,False,False,True,False,False,False,True,True,False,True,False,True,False,False
115,1,1,3,1,0,2,2,0,0,2,0,0,89.85,248.4,0,False,False,True,False,True,False,False,False,True,True,False,False,True,False
116,0,0,36,0,1,2,0,0,0,0,0,0,31.05,1126.35,0,True,False,False,False,False,False,True,True,False,True,False,True,False,False
117,1,1,10,1,2,2,0,0,0,2,2,1,100.25,1064.65,1,False,False,True,False,True,False,False,True,False,True,False,False,True,False
118,0,0,41,1,0,1,1,1,1,1,1,0,20.65,835.15,0,False,False,False,True,False,False,True,True,False,True,False,False,False,True
119,1,1,27,1,2,0,2,0,2,0,0,1,85.2,2151.6,0,False,True,False,False,True,False,False,False,True,True,False,False,True,False
120,1,1,56,1,2,0,0,2,0,2,2,1,99.8,5515.45,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False
121,0,0,6,1,0,1,1,1,1,1,1,0,20.7,112.75,0,False,False,False,True,True,False,False,True,False,True,False,False,False,True
122,0,0,3,1,2,0,0,0,0,0,0,1,74.4,229.55,1,False,False,True,False,True,False,False,False,True,True,False,False,True,False
123,1,1,7,1,0,2,0,0,0,0,0,0,50.7,350.35,0,False,False,False,True,True,False,False,True,False,True,False,True,False,False
124,1,1,4,1,0,1,1,1,1,1,1,0,20.85,62.9,0,False,False,False,True,True,False,False,True,False,True,False,False,False,True
125,0,0,33,1,0,2,0,0,2,2,0,1,88.95,3027.65,0,False,False,True,False,False,False,True,False,True,True,False,False,True,False
126,0,0,27,1,2,0,0,2,0,0,0,1,78.05,2135.5,1,False,False,True,False,True,False,False,True,False,False,True,False,True,False
127,1,0,72,1,2,1,1,1,1,1,1,1,23.55,1723.95,0,True,False,False,False,False,False,True,False,True,True,False,False,False,True
128,0,0,1,1,0,1,1,1,1,1,1,0,19.75,19.75,0,False,False,False,True,True,False,False,False,True,True,False,False,False,True
129,0,0,71,0,1,2,2,0,0,2,2,1,56.45,3985.35,0,False,False,True,False,False,True,False,False,True,False,True,True,False,False
130,0,0,13,1,2,0,0,0,0,0,2,1,85.95,1215.65,0,False,False,True,False,True,False,False,True,False,True,False,False,True,False
131,1,1,25,0,1,2,2,2,0,2,2,1,58.6,1502.65,1,False,True,False,False,True,False,False,True,False,True,False,True,False,False
132,0,0,67,1,0,0,0,0,2,0,0,0,50.55,3260.1,0,True,False,False,False,False,False,True,False,True,True,False,True,False,False
133,0,0,1,0,1,0,0,0,0,0,2,1,35.45,35.45,1,False,False,True,False,True,False,False,False,True,True,False,True,False,False
134,0,0,2,1,0,0,0,0,0,0,0,0,44.35,81.25,1,False,False,True,False,True,False,False,False,True,True,False,True,False,False
135,0,0,43,1,2,1,1,1,1,1,1,1,25.7,1188.2,0,False,True,False,False,False,False,True,True,False,True,False,False,False,True
136,0,0,23,1,0,2,0,0,0,0,0,1,75.0,1778.5,0,True,False,False,False,True,False,False,True,False,True,False,False,True,False
137,1,1,64,1,0,1,1,1,1,1,1,0,20.2,1277.75,0,False,False,False,True,False,False,True,True,False,True,False,False,False,True
138,0,1,57,1,0,1,1,1,1,1,1,1,19.6,1170.55,0,False,False,False,True,False,False,True,False,True,True,False,False,False,True
139,1,0,1,1,0,0,0,0,0,0,0,1,70.45,70.45,1,False,False,False,True,True,False,False,True,False,False,True,False,True,False
140,1,1,72,1,2,2,2,2,2,2,2,1,88.05,6425.65,0,False,True,False,False,False,False,True,True,False,False,True,True,False,False
141,0,0,8,1,2,2,0,0,2,0,2,0,71.15,563.65,1,False,False,True,False,True,False,False,True,False,True,False,True,False,False
142,1,0,61,1,2,0,2,0,0,2,2,1,101.05,5971.25,0,True,False,False,False,False,False,True,True,False,True,False,False,True,False
143,0,0,64,1,2,2,2,0,0,0,0,1,84.3,5289.05,0,False,True,False,False,False,True,False,False,True,True,False,False,True,False
144,1,0,71,1,2,1,1,1,1,1,1,0,23.95,1756.2,0,True,False,False,False,False,False,True,False,True,False,True,False,False,True
145,1,1,65,1,2,2,2,0,2,2,0,1,99.05,6416.7,0,False,True,False,False,False,False,True,True,False,True,False,False,True,False
146,0,0,3,1,0,1,1,1,1,1,1,0,19.6,61.35,0,False,False,False,True,False,True,False,False,True,True,False,False,False,True
147,0,0,1,1,0,0,0,0,0,0,0,1,45.65,45.65,1,False,False,True,False,True,False,False,False,True,True,False,True,False,False
148,0,1,30,1,0,0,2,2,0,2,0,0,64.5,1929.95,0,False,True,False,False,False,True,False,False,True,True,False,True,False,False
149,1,1,15,1,0,0,2,2,2,0,2,1,69.5,1071.4,0,False,False,False,True,True,False,False,False,True,True,False,True,False,False
150,1,1,8,1,0,0,0,0,2,2,2,1,68.55,564.35,0,False,False,True,False,True,False,False,True,False,True,False,True,False,False
151,0,0,7,1,2,0,0,0,0,2,2,0,95.0,655.5,1,False,False,False,True,True,False,False,False,True,True,False,False,True,False
152,1,1,70,1,2,2,2,2,0,2,2,1,108.15,7930.55,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False
153,1,1,62,1,0,2,2,2,2,2,2,0,86.1,5215.25,0,False,False,True,False,False,False,True,False,True,True,False,True,False,False
154,1,1,6,1,0,1,1,1,1,1,1,0,19.7,113.5,0,False,False,False,True,True,False,False,True,False,True,False,False,False,True
155,1,1,14,1,0,0,0,0,0,0,2,1,80.9,1152.8,0,True,False,False,False,True,False,False,True,False,True,False,False,True,False
156,0,0,22,1,2,0,0,0,0,2,0,1,84.15,1821.95,0,True,False,False,False,True,False,False,True,False,True,False,False,True,False
157,1,1,22,1,0,1,1,1,1,1,1,0,20.15,419.9,0,False,False,False,True,False,True,False,False,True,True,False,False,False,True
158,1,1,16,1,0,2,0,2,0,2,0,0,64.25,1024.0,0,False,False,False,True,False,False,True,False,True,True,False,True,False,False
159,0,0,10,1,2,1,1,1,1,1,1,0,25.7,251.6,0,True,False,False,False,False,False,True,False,True,True,False,False,False,True
160,0,1,13,1,0,2,2,0,0,0,0,1,56.0,764.55,0,False,False,True,False,True,False,False,True,False,True,False,True,False,False
161,1,0,20,1,2,2,0,0,0,0,0,0,82.4,1592.35,1,False,False,True,False,True,False,False,True,False,True,False,False,True,False
162,0,0,2,1,0,0,0,0,0,0,0,1,69.7,135.2,0,False,False,True,False,True,False,False,True,False,True,False,False,True,False
163,0,0,53,1,2,0,2,2,2,0,2,1,73.9,3958.25,0,True,False,False,False,False,False,True,False,True,True,False,True,False,False
164,1,1,11,1,0,1,1,1,1,1,1,0,20.6,233.9,0,False,False,False,True,False,True,False,True,False,True,False,False,False,True
165,1,0,69,1,0,1,1,1,1,1,1,0,19.9,1363.45,0,False,False,False,True,False,False,True,False,True,True,False,False,False,True
166,0,0,4,1,0,0,0,0,0,0,0,1,70.9,273.0,1,True,False,False,False,True,False,False,True,False,True,False,False,True,False
167,1,0,72,1,2,2,2,2,2,2,2,1,89.05,6254.45,0,True,False,False,False,False,False,True,False,True,True,False,True,False,False
168,1,0,58,0,1,0,2,2,0,0,2,1,45.3,2651.2,1,False,False,True,False,True,False,False,False,True,False,True,True,False,False
169,1,1,16,1,0,1,1,1,1,1,1,0,20.4,321.4,0,False,False,True,False,True,False,False,True,False,True,False,False,False,True
170,1,0,43,1,0,2,0,2,2,0,0,1,84.25,3539.25,0,True,False,False,False,False,True,False,False,True,True,False,False,True,False
171,1,0,2,1,2,0,0,2,2,2,2,1,104.4,242.8,1,False,False,True,False,True,False,False,True,False,True,False,False,True,False
172,1,0,14,1,0,0,2,2,2,2,2,0,81.95,1181.75,0,False,False,False,True,False,False,True,False,True,True,False,True,False,False
173,1,0,53,1,0,0,0,2,0,2,2,1,94.85,5000.2,1,True,False,False,False,False,True,False,True,False,True,False,False,True,False
174,0,0,32,1,0,1,1,1,1,1,1,0,20.55,654.55,0,True,False,False,False,False,True,False,True,False,True,False,False,False,True
175,1,0,34,1,2,1,1,1,1,1,1,0,24.7,780.2,0,False,False,True,False,True,False,False,True,False,True,False,False,False,True
176,0,0,15,1,2,0,0,0,0,0,0,1,74.45,1145.7,1,False,False,False,True,True,False,False,True,False,False,True,False,True,False
177,0,0,7,1,0,2,0,0,0,0,0,0,76.45,503.6,1,True,False,False,False,True,False,False,True,False,False,True,False,True,False
178,1,1,15,1,2,0,2,2,0,2,2,1,105.35,1559.25,0,True,False,False,False,True,False,False,True,False,True,False,False,True,False
179,1,0,61,1,0,1,1,1,1,1,1,1,20.55,1252.0,0,False,True,False,False,False,True,False,False,True,True,False,False,False,True
180,0,0,1,0,1,0,2,0,0,0,0,0,29.95,29.95,1,True,False,False,False,True,False,False,True,False,True,False,True,False,False
181,0,0,1,1,0,0,0,0,0,0,0,0,45.3,45.3,0,False,False,False,True,True,False,False,True,False,True,False,True,False,False
182,0,0,8,1,2,0,0,0,0,0,2,0,84.5,662.65,1,True,False,False,False,True,False,False,False,True,True,False,False,True,False
183,1,1,33,1,0,2,0,2,0,2,2,0,74.75,2453.3,0,False,True,False,False,False,True,False,False,True,True,False,True,False,False
184,0,0,13,1,0,0,2,2,0,0,0,1,79.25,1111.65,1,False,False,True,False,True,False,False,True,False,True,False,False,True,False
185,1,0,1,0,1,0,0,0,0,0,0,1,24.8,24.8,1,False,False,True,False,True,False,False,True,False,True,False,True,False,False
186,0,0,20,1,0,0,2,0,0,0,0,1,51.8,1023.85,0,False,False,False,True,True,False,False,False,True,True,False,True,False,False
187,0,0,3,0,1,0,0,0,2,0,0,0,30.4,82.15,0,False,False,True,False,True,False,False,False,True,True,False,True,False,False
188,0,0,13,1,0,1,1,1,1,1,1,0,19.65,244.8,0,False,False,True,False,False,True,False,True,False,True,False,False,False,True
189,1,0,40,1,2,0,2,0,0,0,0,0,56.6,2379.1,0,False,True,False,False,True,False,False,True,False,True,False,True,False,False
190,1,1,43,1,2,2,0,0,2,0,2,1,71.9,3173.35,0,False,True,False,False,False,True,False,False,True,True,False,True,False,False
191,1,0,6,1,0,0,2,2,0,0,2,1,91.0,531.0,1,False,False,True,False,True,False,False,False,True,True,False,False,True,False
192,1,1,69,1,0,1,1,1,1,1,1,0,19.75,1375.4,0,True,False,False,False,False,False,True,True,False,True,False,False,False,True
193,1,1,72,1,2,2,2,2,0,2,2,0,109.7,8129.3,0,False,True,False,False,False,False,True,True,False,True,False,False,True,False
194,1,1,59,1,0,1,1,1,1,1,1,0,19.3,1192.7,0,False,True,False,False,False,False,True,False,True,True,False,False,False,True
195,1,0,20,1,0,2,2,0,2,2,0,1,96.55,1901.65,0,False,False,True,False,True,False,False,True,False,True,False,False,True,False
196,1,1,24,1,2,1,1,1,1,1,1,1,24.1,587.4,0,True,False,False,False,False,False,True,False,True,True,False,False,False,True
197,0,0,59,1,2,0,2,2,2,2,2,1,111.35,6519.75,0,False,False,True,False,True,False,False,False,True,True,False,False,True,False
198,1,1,72,1,2,0,2,2,2,2,2,1,112.25,8041.65,0,True,False,False,False,False,False,True,False,True,True,False,False,True,False
199,0,1,1,1,0,1,1,1,1,1,1,0,20.75,20.75,0,False,False,False,True,True,False,False,False,True,True,False,False,False,True
200,1,0,27,1,0,2,0,0,2,2,2,1,101.9,2681.15,0,False,True,False,False,False,True,False,True,False,True,False,False,True,False
201,0,0,14,1,0,0,2,0,2,0,0,1,80.05,1112.3,0,False,True,False,False,True,False,False,True,False,True,False,False,True,False
202,1,1,71,1,2,2,0,2,0,2,2,0,105.55,7405.5,0,False,False,True,False,False,False,True,False,True,True,False,False,True,False
203,0,1,13,1,0,0,0,0,0,2,0,1,78.3,1033.95,0,False,True,False,False,True,False,False,False,True,True,False,False,True,False
204,0,0,44,1,0,0,0,0,0,0,0,0,68.85,2958.95,0,False,True,False,False,True,False,False,False,True,True,False,False,True,False
205,0,0,33,1,0,0,2,0,2,0,0,1,79.95,2684.85,0,True,False,False,False,False,True,False,True,False,True,False,False,True,False
206,1,1,72,0,1,2,2,2,2,0,2,1,55.45,4179.2,0,False,True,False,False,False,False,True,False,True,True,False,True,False,False
207,0,0,1,1,0,0,0,0,0,0,2,0,79.9,79.9,1,False,False,True,False,True,False,False,False,True,True,False,False,True,False
208,0,0,19,1,0,2,0,2,2,2,2,1,106.6,1934.45,1,False,False,True,False,True,False,False,True,False,True,False,False,True,False
